-3.803975105285644531e+00,-2.734121799468994141e+00
-3.867288589477539062e+00,-3.098526954650878906e+00
-1.199084043502807617e+00,-1.393428146839141846e-01
-8.388600349426269531e-01,-3.821157515048980713e-01
-4.442247390747070312e+00,-3.792332887649536133e+00
-1.142764329910278320e+00,-1.875330656766891479e-01
-4.183647632598876953e+00,-2.133905649185180664e+00
-3.078773736953735352e+00,1.227130651473999023e+00
-1.726076304912567139e-01,-1.666325092315673828e+00
-1.692398786544799805e+00,-5.415873527526855469e+00
-1.214900493621826172e+00,-2.103545665740966797e-01
-3.400252103805541992e+00,-3.602312803268432617e+00
-3.929651498794555664e+00,5.606339573860168457e-01
-4.325551509857177734e+00,-1.924552798271179199e+00
-1.026026368141174316e+00,-6.272628307342529297e-01
-3.652282238006591797e+00,1.578236699104309082e+00
-9.735731482505798340e-01,-4.740553498268127441e-01
-3.891258955001831055e+00,4.602257311344146729e-01
-4.297407627105712891e+00,-3.218028783798217773e+00
-3.658267498016357422e+00,2.315430879592895508e+00
-3.606395483016967773e+00,2.797142267227172852e-01
-3.745019674301147461e+00,-3.311437368392944336e+00
-3.530688762664794922e+00,4.952406883239746094e-01
-4.551076889038085938e-02,-1.734394192695617676e+00
-2.873306751251220703e+00,2.311678081750869751e-01
-1.926654815673828125e+00,5.157980918884277344e+00
-3.667352676391601562e+00,-3.638485431671142578e+00
-1.325291633605957031e+00,-1.196902021765708923e-01
-3.440899372100830078e+00,1.089432477951049805e+00
-4.324917793273925781e+00,-2.242926597595214844e+00
-3.622261524200439453e+00,-1.694403141736984253e-01
1.044040679931640625e+00,-5.970986485481262207e-01
-3.814135074615478516e+00,-9.647810459136962891e-01
-1.383166790008544922e+00,-1.787869930267333984e-01
-2.923628807067871094e+00,2.296097110956907272e-03
3.311653733253479004e-01,-3.872566819190979004e-01
-4.436431884765625000e+00,-3.651364326477050781e+00
-4.019859790802001953e+00,2.446499109268188477e+00
-3.555922269821166992e+00,-4.860416412353515625e+00
-4.486955642700195312e+00,-2.829146862030029297e+00
-4.032932281494140625e+00,-4.435342788696289062e+00
-9.564475417137145996e-01,-6.341406702995300293e-01
-4.391986846923828125e+00,6.059994220733642578e+00
-1.375250101089477539e+00,-5.250281810760498047e+00
-4.423178672790527344e+00,-1.006838679313659668e+00
-2.353483200073242188e+00,-1.778079628944396973e+00
-4.434867382049560547e+00,-2.072663068771362305e+00
-4.115276336669921875e+00,2.692943334579467773e+00
-9.973232150077819824e-01,-5.411870002746582031e+00
-4.223215579986572266e+00,3.337180852890014648e+00
-4.181641578674316406e+00,-3.996020257472991943e-01
-3.825267314910888672e+00,1.828338742256164551e+00
-3.941203117370605469e+00,-3.870709657669067383e+00
1.046480894088745117e+00,-6.048238873481750488e-01
-3.201672077178955078e+00,-6.561226844787597656e-01
-3.633699178695678711e+00,-5.283084392547607422e+00
-3.583890676498413086e+00,-2.193424254655838013e-01
-4.037005901336669922e+00,-3.096053600311279297e+00
-9.423140287399291992e-01,-1.508983969688415527e+00
-3.895136833190917969e+00,-2.058066368103027344e+00
